# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  3.987652e-01  1.000000e+00
5.000000e-04  1675.2241  1.744973e-02  4.802264e-01  2.379574e+00
1.000000e-03  1764.7338  1.787790e-02  4.806869e-01  2.545837e+00
1.500000e-03  1798.5780  1.804902e-02  4.804744e-01  2.614908e+00
2.000000e-03  1815.7781  1.814164e-02  4.799756e-01  2.651724e+00
2.500000e-03  1823.4250  1.818583e-02  4.793157e-01  2.674732e+00
3.000000e-03  1829.0762  1.821584e-02  4.786478e-01  2.688976e+00
3.500000e-03  1833.3175  1.822943e-02  4.779584e-01  2.699551e+00
4.000000e-03  1837.5680  1.822654e-02  4.772759e-01  2.705205e+00
4.500000e-03  1843.8704  1.820740e-02  4.766613e-01  2.710208e+00
5.000000e-03  1856.4866  1.813710e-02  4.761930e-01  2.717426e+00
5.500000e-03  1868.2783  1.807995e-02  4.757233e-01  2.719634e+00
6.000000e-03  1892.4549  1.794700e-02  4.754353e-01  2.730004e+00
6.500000e-03  1917.0675  1.784649e-02  4.752308e-01  2.741627e+00
7.000000e-03  1953.9063  1.763254e-02  4.750678e-01  2.756802e+00
7.500000e-03  1998.4150  1.736557e-02  4.749505e-01  2.773808e+00
8.000000e-03  2049.4461  1.703509e-02  4.747536e-01  2.793706e+00
8.500000e-03  2105.3108  1.662892e-02  4.743165e-01  2.817639e+00
9.000000e-03  2164.4438  1.613485e-02  4.734447e-01  2.845531e+00
9.500000e-03  2223.3085  1.555692e-02  4.719115e-01  2.879798e+00
1.000000e-02  2279.9779  1.491654e-02  4.696739e-01  2.921074e+00
1.050000e-02  2332.8852  1.422372e-02  4.666375e-01  2.971320e+00
1.100000e-02  2380.8244  1.349045e-02  4.627340e-01  3.032570e+00
1.150000e-02  2422.7789  1.273261e-02  4.578118e-01  3.108895e+00
1.200000e-02  2458.9760  1.197865e-02  4.519548e-01  3.201882e+00
1.250000e-02  2491.1762  1.124757e-02  4.454526e-01  3.307069e+00
1.300000e-02  2519.4922  1.055219e-02  4.384276e-01  3.422331e+00
1.350000e-02  2543.9288  9.899636e-03  4.309393e-01  3.546033e+00
1.400000e-02  2559.4304  9.129752e-03  4.185758e-01  3.680500e+00
1.450000e-02  2580.6607  8.586575e-03  4.106112e-01  3.803251e+00
1.500000e-02  2604.3586  8.355704e-03  4.074688e-01  3.907244e+00
1.550000e-02  2621.8398  8.000767e-03  4.003456e-01  4.012852e+00
1.600000e-02  2635.5595  7.700484e-03  3.932815e-01  4.113188e+00
1.650000e-02  2645.2989  7.310349e-03  3.823337e-01  4.175857e+00
1.700000e-02  2658.8136  7.109364e-03  3.760929e-01  4.247761e+00
1.750000e-02  2672.2179  6.997815e-03  3.707785e-01  4.286542e+00
1.800000e-02  2685.6223  6.886267e-03  3.654641e-01  4.325322e+00
1.850000e-02  2696.5427  6.829694e-03  3.614423e-01  4.320653e+00
1.900000e-02  2709.2657  6.899833e-03  3.605348e-01  4.336461e+00
1.950000e-02  2717.5714  6.867749e-03  3.575221e-01  4.296243e+00
