# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  3.998608e-01  1.000000e+00
4.000000e-04  1642.1725  1.732574e-02  4.800452e-01  2.341048e+00
8.000000e-04  1738.5057  1.777913e-02  4.804631e-01  2.453347e+00
1.200000e-03  1779.9779  1.797747e-02  4.801454e-01  2.542004e+00
1.600000e-03  1800.0966  1.807563e-02  4.796919e-01  2.588720e+00
2.000000e-03  1812.2877  1.813609e-02  4.793445e-01  2.618256e+00
2.400000e-03  1819.3494  1.816975e-02  4.791894e-01  2.638379e+00
2.800000e-03  1824.0243  1.818568e-02  4.791451e-01  2.655608e+00
3.200000e-03  1827.4564  1.818723e-02  4.791656e-01  2.666362e+00
3.600000e-03  1830.3840  1.818021e-02  4.791769e-01  2.675199e+00
4.000000e-03  1832.6650  1.816161e-02  4.791717e-01  2.681355e+00
4.400000e-03  1834.3505  1.812453e-02  4.791018e-01  2.687693e+00
4.800000e-03  1835.7756  1.807723e-02  4.789942e-01  2.693954e+00
5.200000e-03  1836.7204  1.797133e-02  4.787259e-01  2.704302e+00
5.600000e-03  1837.9541  1.789855e-02  4.785602e-01  2.707086e+00
6.000000e-03  1839.5799  1.773908e-02  4.781750e-01  2.701568e+00
6.400000e-03  1841.2319  1.757384e-02  4.777751e-01  2.695497e+00
6.800000e-03  1842.8839  1.740859e-02  4.773752e-01  2.689425e+00
7.200000e-03  1847.1696  1.713866e-02  4.766431e-01  2.690433e+00
7.600000e-03  1850.6198  1.693416e-02  4.760504e-01  2.686331e+00
8.000000e-03  1856.4368  1.661837e-02  4.751682e-01  2.684558e+00
8.400000e-03  1863.4556  1.626363e-02  4.741587e-01  2.685193e+00
8.800000e-03  1875.0349  1.569722e-02  4.721443e-01  2.692991e+00
9.200000e-03  1884.8419  1.524605e-02  4.705867e-01  2.690887e+00
9.600000e-03  1897.7938  1.472142e-02  4.681966e-01  2.719602e+00
1.000000e-02  1913.1918  1.413966e-02  4.651588e-01  2.772286e+00
1.040000e-02  1927.1076  1.372812e-02  4.635552e-01  2.791222e+00
1.080000e-02  1944.5807  1.311708e-02  4.601124e-01  2.851223e+00
1.120000e-02  1962.0338  1.247953e-02  4.560700e-01  2.935338e+00
1.160000e-02  1984.3431  1.162783e-02  4.485469e-01  3.029751e+00
1.200000e-02  2004.4278  1.098737e-02  4.433508e-01  3.124023e+00
1.240000e-02  2026.1954  1.038456e-02  4.374326e-01  3.267615e+00
1.280000e-02  2042.4944  1.001297e-02  4.353940e-01  3.386416e+00
1.320000e-02  2064.0634  9.462085e-03  4.297987e-01  3.522449e+00
1.360000e-02  2085.7736  8.932383e-03  4.241803e-01  3.656117e+00
1.400000e-02  2107.6755  8.432158e-03  4.185362e-01  3.785922e+00
1.440000e-02  2129.8339  7.980536e-03  4.130068e-01  3.906906e+00
1.480000e-02  2152.2487  7.554495e-03  4.075831e-01  4.021189e+00
1.520000e-02  2175.1975  7.170825e-03  4.023750e-01  4.122520e+00
1.560000e-02  2198.6135  6.825525e-03  3.974441e-01  4.205553e+00
1.600000e-02  2222.4491  6.501872e-03  3.926908e-01  4.276803e+00
1.640000e-02  2247.5642  6.214030e-03  3.883118e-01  4.323091e+00
1.680000e-02  2274.0314  5.942290e-03  3.841723e-01  4.352056e+00
1.720000e-02  2301.5228  5.681893e-03  3.802044e-01  4.368173e+00
1.760000e-02  2332.0800  5.431636e-03  3.764797e-01  4.353427e+00
1.800000e-02  2364.0863  5.180799e-03  3.726980e-01  4.328627e+00
1.840000e-02  2397.7347  4.929305e-03  3.688517e-01  4.292433e+00
1.880000e-02  2431.2874  4.708199e-03  3.654149e-01  4.230046e+00
1.920000e-02  2466.5613  4.465860e-03  3.607101e-01  4.160730e+00
1.960000e-02  2497.2719  4.272002e-03  3.560700e-01  4.067136e+00
