# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  4.077922e-01  1.000000e+00
2.000000e-04  1887.8518  1.761588e-02  4.517159e-01  5.608164e+00
4.000000e-04  2385.3933  1.925457e-02  4.580450e-01  6.520063e+00
6.000000e-04  2672.3306  2.014374e-02  4.487961e-01  7.179379e+00
8.000000e-04  2872.7985  2.083053e-02  4.378734e-01  7.821205e+00
1.000000e-03  3004.4355  2.141079e-02  4.247149e-01  8.249773e+00
1.200000e-03  3084.4816  2.189177e-02  4.100132e-01  8.536468e+00
1.400000e-03  3136.9631  2.228424e-02  3.949686e-01  8.765258e+00
1.600000e-03  3175.8145  2.260035e-02  3.802328e-01  8.967081e+00
1.800000e-03  3207.1784  2.284496e-02  3.661011e-01  9.156963e+00
2.000000e-03  3233.0037  2.299375e-02  3.530358e-01  9.322106e+00
2.200000e-03  3256.3063  2.308509e-02  3.408700e-01  9.478338e+00
2.400000e-03  3277.7166  2.313202e-02  3.294253e-01  9.628051e+00
2.600000e-03  3297.5637  2.313225e-02  3.188122e-01  9.776747e+00
2.800000e-03  3312.3881  2.304619e-02  3.099124e-01  9.906381e+00
3.000000e-03  3323.1512  2.290654e-02  3.025969e-01  1.001677e+01
3.200000e-03  3327.0269  2.272056e-02  2.973653e-01  1.009543e+01
3.400000e-03  3308.7660  2.248510e-02  2.955166e-01  1.008623e+01
3.600000e-03  3272.3410  2.222223e-02  2.966834e-01  9.971618e+00
3.800000e-03  3255.0366  2.198689e-02  2.995894e-01  9.836297e+00
4.000000e-03  3241.6704  2.178245e-02  3.021744e-01  9.729388e+00
4.200000e-03  3232.0179  2.160326e-02  3.048551e-01  9.643686e+00
4.400000e-03  3224.7505  2.144638e-02  3.075284e-01  9.584630e+00
4.600000e-03  3217.9357  2.129775e-02  3.101703e-01  9.533627e+00
4.800000e-03  3211.5141  2.116044e-02  3.127537e-01  9.492734e+00
5.000000e-03  3207.6712  2.103425e-02  3.153611e-01  9.440633e+00
5.200000e-03  3203.5010  2.091318e-02  3.179033e-01  9.384948e+00
5.400000e-03  3195.5832  2.079928e-02  3.201890e-01  9.327671e+00
5.600000e-03  3188.4720  2.068880e-02  3.224630e-01  9.290435e+00
5.800000e-03  3181.8621  2.058092e-02  3.247249e-01  9.264358e+00
6.000000e-03  3176.0149  2.048088e-02  3.269293e-01  9.244660e+00
6.200000e-03  3170.6047  2.038507e-02  3.290995e-01  9.224202e+00
6.400000e-03  3165.5801  2.029299e-02  3.312396e-01  9.203072e+00
6.600000e-03  3160.1893  2.020698e-02  3.332706e-01  9.183419e+00
6.800000e-03  3154.9710  2.012322e-02  3.352727e-01  9.165825e+00
7.000000e-03  3150.0221  2.004248e-02  3.372377e-01  9.151171e+00
7.200000e-03  3145.1255  1.996603e-02  3.391351e-01  9.139600e+00
7.400000e-03  3140.4959  1.989168e-02  3.410099e-01  9.127911e+00
7.600000e-03  3136.5242  1.982067e-02  3.428588e-01  9.114464e+00
7.800000e-03  3131.8066  1.975236e-02  3.446173e-01  9.100864e+00
8.000000e-03  3126.8635  1.968546e-02  3.463344e-01  9.088250e+00
8.200000e-03  3122.2792  1.962050e-02  3.480179e-01  9.081285e+00
8.400000e-03  3117.7859  1.955731e-02  3.496679e-01  9.075850e+00
8.600000e-03  3113.3677  1.949540e-02  3.512939e-01  9.071470e+00
8.800000e-03  3109.3452  1.943602e-02  3.528807e-01  9.067348e+00
9.000000e-03  3105.2183  1.937759e-02  3.544361e-01  9.063756e+00
9.200000e-03  3100.9731  1.932022e-02  3.559558e-01  9.060765e+00
9.400000e-03  3096.9714  1.926410e-02  3.574437e-01  9.060502e+00
9.600000e-03  3093.0548  1.920876e-02  3.589143e-01  9.062488e+00
9.800000e-03  3089.2524  1.915467e-02  3.603582e-01  9.068231e+00
1.000000e-02  3087.0581  1.910222e-02  3.618396e-01  9.066040e+00
1.020000e-02  3084.6028  1.905053e-02  3.632830e-01  9.060619e+00
1.040000e-02  3079.6071  1.899987e-02  3.645532e-01  9.051596e+00
1.060000e-02  3074.9780  1.894732e-02  3.658313e-01  9.051324e+00
1.080000e-02  3070.5968  1.889377e-02  3.671131e-01  9.055816e+00
1.100000e-02  3066.7581  1.884009e-02  3.683905e-01  9.062046e+00
1.120000e-02  3063.0579  1.878619e-02  3.696543e-01  9.068370e+00
1.140000e-02  3059.4798  1.873210e-02  3.709061e-01  9.074779e+00
1.160000e-02  3055.7243  1.867725e-02  3.721104e-01  9.084224e+00
1.180000e-02  3052.0564  1.862190e-02  3.733029e-01  9.095111e+00
1.200000e-02  3048.5249  1.856586e-02  3.744805e-01  9.107964e+00
1.220000e-02  3045.0657  1.850899e-02  3.756274e-01  9.122199e+00
1.240000e-02  3041.7258  1.845125e-02  3.767653e-01  9.136420e+00
1.260000e-02  3038.6569  1.839172e-02  3.778949e-01  9.149952e+00
1.280000e-02  3035.1413  1.833010e-02  3.789775e-01  9.164742e+00
1.300000e-02  3031.4803  1.826713e-02  3.800385e-01  9.180708e+00
1.320000e-02  3027.9786  1.820137e-02  3.810809e-01  9.200358e+00
1.340000e-02  3024.5192  1.813382e-02  3.821039e-01  9.221314e+00
1.360000e-02  3021.0962  1.806494e-02  3.831128e-01  9.243196e+00
1.380000e-02  3017.9111  1.799268e-02  3.840990e-01  9.266064e+00
1.400000e-02  3014.6436  1.791861e-02  3.850631e-01  9.289612e+00
1.420000e-02  3011.2827  1.784249e-02  3.860023e-01  9.313931e+00
1.440000e-02  3008.0709  1.776240e-02  3.869170e-01  9.340306e+00
1.460000e-02  3004.9276  1.768059e-02  3.878179e-01  9.368728e+00
1.480000e-02  3001.8853  1.759626e-02  3.886973e-01  9.400653e+00
1.500000e-02  3000.5023  1.750927e-02  3.896235e-01  9.426067e+00
1.520000e-02  2998.8554  1.742094e-02  3.905087e-01  9.448578e+00
1.540000e-02  2994.6065  1.733051e-02  3.912008e-01  9.467237e+00
1.560000e-02  2990.5682  1.723494e-02  3.918894e-01  9.493240e+00
1.580000e-02  2986.6977  1.713625e-02  3.925747e-01  9.523362e+00
1.600000e-02  2983.3823  1.703329e-02  3.932472e-01  9.556115e+00
1.620000e-02  2980.3100  1.692838e-02  3.939013e-01  9.588031e+00
1.640000e-02  2977.4522  1.682174e-02  3.945390e-01  9.619207e+00
1.660000e-02  2974.4614  1.671161e-02  3.951084e-01  9.649609e+00
1.680000e-02  2971.5479  1.659979e-02  3.956553e-01  9.680032e+00
1.700000e-02  2968.7538  1.648564e-02  3.961728e-01  9.710523e+00
1.720000e-02  2965.9961  1.636882e-02  3.966374e-01  9.741326e+00
1.740000e-02  2963.4488  1.625077e-02  3.970839e-01  9.771273e+00
1.760000e-02  2961.4215  1.613083e-02  3.975091e-01  9.798885e+00
1.780000e-02  2958.7890  1.600992e-02  3.978450e-01  9.824527e+00
1.800000e-02  2955.9538  1.588832e-02  3.981376e-01  9.849602e+00
1.820000e-02  2953.3031  1.576492e-02  3.983856e-01  9.875776e+00
1.840000e-02  2950.7523  1.564169e-02  3.985954e-01  9.901796e+00
1.860000e-02  2948.2829  1.551865e-02  3.987772e-01  9.927659e+00
1.880000e-02  2946.2150  1.539846e-02  3.989040e-01  9.951904e+00
1.900000e-02  2944.1058  1.528191e-02  3.989861e-01  9.975861e+00
1.920000e-02  2941.9496  1.516950e-02  3.990175e-01  9.999494e+00
1.940000e-02  2940.1329  1.507110e-02  3.989805e-01  1.002216e+01
1.960000e-02  2938.5028  1.498496e-02  3.989107e-01  1.005142e+01
1.980000e-02  2937.1622  1.491949e-02  3.987916e-01  1.009344e+01
2.000000e-02  2936.8689  1.490517e-02  3.987655e-01  1.010264e+01
