# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
6.800000e-03  2185.5491  1.836570e-02  4.782909e-01  3.428112e-01
7.000000e-03  2201.9262  1.834448e-02  4.778509e-01  3.465909e-01
7.200000e-03  2218.3231  1.832024e-02  4.774051e-01  3.509893e-01
7.400000e-03  2234.6973  1.829437e-02  4.769559e-01  3.556930e-01
7.600000e-03  2251.0043  1.826581e-02  4.765011e-01  3.608839e-01
7.800000e-03  2267.1660  1.823446e-02  4.760402e-01  3.665090e-01
8.000000e-03  2283.2254  1.820138e-02  4.755756e-01  3.723845e-01
8.200000e-03  2299.0401  1.816491e-02  4.751036e-01  3.786938e-01
8.400000e-03  2314.6368  1.812602e-02  4.746264e-01  3.852468e-01
8.600000e-03  2330.0711  1.808534e-02  4.741453e-01  3.919758e-01
8.800000e-03  2345.0922  1.804065e-02  4.736555e-01  3.989966e-01
9.000000e-03  2359.8914  1.799401e-02  4.731615e-01  4.061067e-01
9.200000e-03  2374.4393  1.794516e-02  4.726627e-01  4.133180e-01
9.400000e-03  2388.5316  1.789255e-02  4.721558e-01  4.206023e-01
9.600000e-03  2402.3969  1.783815e-02  4.716450e-01  4.278840e-01
9.800000e-03  2415.9190  1.778106e-02  4.711284e-01  4.351463e-01
1.000000e-02  2429.0271  1.772080e-02  4.706049e-01  4.422999e-01
1.020000e-02  2441.8984  1.765880e-02  4.700774e-01  4.493752e-01
1.040000e-02  2454.3380  1.759373e-02  4.695424e-01  4.562798e-01
1.060000e-02  2466.4287  1.752614e-02  4.690013e-01  4.629980e-01
1.080000e-02  2478.2872  1.745688e-02  4.684563e-01  4.695850e-01
1.100000e-02  2489.6680  1.738429e-02  4.679025e-01  4.758474e-01
1.120000e-02  2500.7754  1.730983e-02  4.673434e-01  4.818874e-01
1.140000e-02  2511.6415  1.723371e-02  4.667796e-01  4.877314e-01
1.160000e-02  2522.0134  1.715437e-02  4.662053e-01  4.931335e-01
1.180000e-02  2532.1706  1.707366e-02  4.656259e-01  4.983256e-01
1.200000e-02  2542.0371  1.699107e-02  4.650399e-01  5.032316e-01
1.220000e-02  2551.4984  1.690605e-02  4.644433e-01  5.077108e-01
1.240000e-02  2560.7558  1.681982e-02  4.638411e-01  5.119623e-01
1.260000e-02  2569.6838  1.673167e-02  4.632294e-01  5.158341e-01
1.280000e-02  2578.2765  1.664182e-02  4.626068e-01  5.193351e-01
1.300000e-02  2586.6707  1.655098e-02  4.619773e-01  5.226135e-01
1.320000e-02  2594.7011  1.645837e-02  4.613348e-01  5.254740e-01
1.340000e-02  2602.4781  1.636472e-02  4.606819e-01  5.280412e-01
1.360000e-02  2610.0692  1.627033e-02  4.600215e-01  5.303923e-01
1.380000e-02  2617.2710  1.617456e-02  4.593437e-01  5.322668e-01
1.400000e-02  2624.2798  1.607832e-02  4.586563e-01  5.339275e-01
1.420000e-02  2631.0699  1.598156e-02  4.579581e-01  5.353460e-01
1.440000e-02  2637.5203  1.588423e-02  4.572418e-01  5.363856e-01
1.460000e-02  2643.8068  1.578679e-02  4.565164e-01  5.372405e-01
1.480000e-02  2649.8470  1.568928e-02  4.557770e-01  5.378173e-01
1.500000e-02  2655.6300  1.559191e-02  4.550224e-01  5.380253e-01
1.520000e-02  2661.2443  1.549481e-02  4.542579e-01  5.380515e-01
1.540000e-02  2666.5133  1.539850e-02  4.534733e-01  5.377970e-01
1.560000e-02  2671.5720  1.530302e-02  4.526771e-01  5.373921e-01
1.580000e-02  2676.4886  1.520816e-02  4.518732e-01  5.368841e-01
1.600000e-02  2681.0982  1.511511e-02  4.510542e-01  5.361417e-01
1.620000e-02  2685.5422  1.502342e-02  4.502290e-01  5.352502e-01
1.640000e-02  2689.8402  1.493292e-02  4.493983e-01  5.342272e-01
1.660000e-02  2693.7948  1.484563e-02  4.485591e-01  5.329905e-01
1.680000e-02  2697.6141  1.476002e-02  4.477201e-01  5.316853e-01
1.700000e-02  2701.2515  1.467672e-02  4.468819e-01  5.302900e-01
1.720000e-02  2704.6095  1.459741e-02  4.460515e-01  5.287674e-01
1.740000e-02  2707.8333  1.452034e-02  4.452291e-01  5.271704e-01
1.760000e-02  2710.8465  1.444710e-02  4.444233e-01  5.254438e-01
1.780000e-02  2713.5801  1.437843e-02  4.436400e-01  5.236551e-01
1.800000e-02  2716.1559  1.431263e-02  4.428738e-01  5.218461e-01
1.820000e-02  2718.4705  1.425268e-02  4.421518e-01  5.200581e-01
1.840000e-02  2720.5793  1.419744e-02  4.414706e-01  5.182729e-01
1.860000e-02  2722.5370  1.414567e-02  4.408199e-01  5.164884e-01
1.880000e-02  2724.1717  1.410230e-02  4.402558e-01  5.146707e-01
1.900000e-02  2725.6226  1.406344e-02  4.397420e-01  5.128207e-01
1.920000e-02  2726.8655  1.402970e-02  4.392851e-01  5.109343e-01
1.940000e-02  2727.7665  1.400536e-02  4.389468e-01  5.089717e-01
1.960000e-02  2728.4879  1.398586e-02  4.386729e-01  5.070939e-01
1.980000e-02  2728.9341  1.397377e-02  4.384985e-01  5.053929e-01
2.000000e-02  2729.0316  1.397113e-02  4.384603e-01  5.050208e-01
