# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
1.680000e-02  2346.9344  1.656510e-02  4.656016e-01  3.904395e-01
1.700000e-02  2351.5397  1.653390e-02  4.652233e-01  3.904792e-01
1.720000e-02  2355.8591  1.650435e-02  4.648580e-01  3.904211e-01
1.740000e-02  2360.0245  1.647572e-02  4.645005e-01  3.903110e-01
1.760000e-02  2363.9318  1.644867e-02  4.641568e-01  3.901141e-01
1.780000e-02  2367.5632  1.642338e-02  4.638298e-01  3.898290e-01
1.800000e-02  2371.0232  1.639920e-02  4.635137e-01  3.894903e-01
1.820000e-02  2374.1403  1.637730e-02  4.632212e-01  3.890488e-01
1.840000e-02  2377.0000  1.635717e-02  4.629484e-01  3.885369e-01
1.860000e-02  2379.6692  1.633835e-02  4.626902e-01  3.879729e-01
1.880000e-02  2381.8916  1.632267e-02  4.624696e-01  3.872919e-01
1.900000e-02  2383.8821  1.630864e-02  4.622699e-01  3.865391e-01
1.920000e-02  2385.6099  1.629647e-02  4.620941e-01  3.857047e-01
1.940000e-02  2386.8570  1.628772e-02  4.619648e-01  3.846883e-01
1.960000e-02  2387.8572  1.628072e-02  4.618605e-01  3.836592e-01
1.980000e-02  2388.4809  1.627639e-02  4.617944e-01  3.826416e-01
2.000000e-02  2388.6174  1.627544e-02  4.617799e-01  3.824190e-01
