# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  3.951246e-01  1.000000e+00
4.000000e-04  1648.2825  1.716960e-02  4.821848e-01  2.213357e+00
8.000000e-04  1752.9104  1.765826e-02  4.842129e-01  2.218565e+00
1.200000e-03  1799.0294  1.788356e-02  4.849049e-01  2.274157e+00
1.600000e-03  1823.0560  1.800154e-02  4.853384e-01  2.300882e+00
2.000000e-03  1838.6677  1.807772e-02  4.856462e-01  2.317768e+00
2.400000e-03  1848.4556  1.812617e-02  4.858583e-01  2.328226e+00
2.800000e-03  1855.2041  1.816054e-02  4.860168e-01  2.336458e+00
3.200000e-03  1859.9989  1.818462e-02  4.861318e-01  2.341660e+00
3.600000e-03  1864.0446  1.820499e-02  4.862305e-01  2.345906e+00
4.000000e-03  1867.1269  1.822063e-02  4.863084e-01  2.348920e+00
4.400000e-03  1869.3942  1.823223e-02  4.863681e-01  2.351231e+00
4.800000e-03  1871.3179  1.824221e-02  4.864205e-01  2.353220e+00
5.200000e-03  1872.4713  1.824853e-02  4.864553e-01  2.354673e+00
5.600000e-03  1874.0281  1.825679e-02  4.864999e-01  2.356316e+00
6.000000e-03  1875.0074  1.826200e-02  4.865299e-01  2.357204e+00
6.400000e-03  1875.9481  1.826702e-02  4.865590e-01  2.358041e+00
6.800000e-03  1876.8888  1.827203e-02  4.865880e-01  2.358879e+00
7.200000e-03  1877.5480  1.827551e-02  4.866103e-01  2.359282e+00
7.600000e-03  1878.1422  1.827865e-02  4.866312e-01  2.359585e+00
8.000000e-03  1878.7363  1.828178e-02  4.866520e-01  2.359888e+00
8.400000e-03  1879.1948  1.828405e-02  4.866698e-01  2.360045e+00
8.800000e-03  1879.5915  1.828592e-02  4.866864e-01  2.360137e+00
9.200000e-03  1879.9882  1.828780e-02  4.867030e-01  2.360228e+00
9.600000e-03  1880.3157  1.828903e-02  4.867180e-01  2.360173e+00
1.000000e-02  1880.5895  1.828976e-02  4.867319e-01  2.360006e+00
1.040000e-02  1880.8632  1.829049e-02  4.867458e-01  2.359838e+00
1.080000e-02  1881.0996  1.829060e-02  4.867584e-01  2.359649e+00
1.120000e-02  1881.2879  1.828992e-02  4.867695e-01  2.359433e+00
1.160000e-02  1881.4762  1.828924e-02  4.867807e-01  2.359216e+00
1.200000e-02  1881.6411  1.828791e-02  4.867903e-01  2.358959e+00
1.240000e-02  1881.7547  1.828514e-02  4.867969e-01  2.358610e+00
1.280000e-02  1881.8682  1.828238e-02  4.868034e-01  2.358262e+00
1.320000e-02  1881.9669  1.827901e-02  4.868084e-01  2.357946e+00
1.360000e-02  1882.0009  1.827304e-02  4.868067e-01  2.357769e+00
1.400000e-02  1882.0348  1.826706e-02  4.868050e-01  2.357592e+00
1.440000e-02  1882.0627  1.826079e-02  4.868024e-01  2.357403e+00
1.480000e-02  1881.9998  1.825008e-02  4.867866e-01  2.357036e+00
1.520000e-02  1881.9368  1.823936e-02  4.867707e-01  2.356669e+00
1.560000e-02  1881.8738  1.822864e-02  4.867548e-01  2.356302e+00
1.600000e-02  1881.6952  1.821200e-02  4.867173e-01  2.356273e+00
1.640000e-02  1881.5088  1.819496e-02  4.866783e-01  2.356266e+00
1.680000e-02  1881.3225  1.817793e-02  4.866393e-01  2.356259e+00
1.720000e-02  1881.0174  1.815566e-02  4.865714e-01  2.355814e+00
1.760000e-02  1880.6849  1.813218e-02  4.864969e-01  2.355267e+00
1.800000e-02  1880.3525  1.810870e-02  4.864224e-01  2.354721e+00
1.840000e-02  1879.9305  1.808459e-02  4.863060e-01  2.354777e+00
1.880000e-02  1879.4678  1.806019e-02  4.861707e-01  2.355108e+00
1.920000e-02  1879.0052  1.803579e-02  4.860354e-01  2.355438e+00
1.960000e-02  1878.8028  1.802511e-02  4.859762e-01  2.355583e+00
