# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
6.800000e-03  1805.3185  1.745282e-02  4.680325e-01  2.807595e+00
7.000000e-03  1806.7093  1.731984e-02  4.672766e-01  2.774511e+00
7.200000e-03  1808.8290  1.715433e-02  4.662601e-01  2.731228e+00
7.400000e-03  1810.9488  1.698883e-02  4.652436e-01  2.687945e+00
7.600000e-03  1813.0685  1.682332e-02  4.642271e-01  2.644662e+00
7.800000e-03  1815.1882  1.665782e-02  4.632106e-01  2.601379e+00
8.000000e-03  1817.3079  1.649231e-02  4.621941e-01  2.558096e+00
8.200000e-03  1820.8470  1.628665e-02  4.606959e-01  2.514990e+00
8.400000e-03  1826.7516  1.601405e-02  4.583948e-01  2.472180e+00
8.600000e-03  1832.6562  1.574145e-02  4.560937e-01  2.429369e+00
8.800000e-03  1836.6567  1.552022e-02  4.543570e-01  2.350524e+00
9.000000e-03  1842.8005  1.524105e-02  4.519533e-01  2.287832e+00
9.200000e-03  1850.4253  1.492958e-02  4.490545e-01  2.239121e+00
9.400000e-03  1858.7232  1.460343e-02  4.459306e-01  2.196766e+00
9.600000e-03  1867.0211  1.427728e-02  4.428066e-01  2.154410e+00
9.800000e-03  1876.1520  1.393781e-02  4.394599e-01  2.119555e+00
1.000000e-02  1885.9307  1.358798e-02  4.359399e-01  2.090534e+00
1.020000e-02  1895.7095  1.323815e-02  4.324199e-01  2.061512e+00
1.040000e-02  1905.7646  1.288532e-02  4.288594e-01  2.048015e+00
1.060000e-02  1916.1751  1.252865e-02  4.252468e-01  2.054477e+00
1.080000e-02  1926.5855  1.217197e-02  4.216342e-01  2.060939e+00
1.100000e-02  1937.0353  1.181622e-02  4.180390e-01  2.079128e+00
1.120000e-02  1947.5714  1.146251e-02  4.144823e-01  2.123116e+00
1.140000e-02  1958.1075  1.110881e-02  4.109255e-01  2.167104e+00
1.160000e-02  1968.6335  1.075643e-02  4.073821e-01  2.217467e+00
1.180000e-02  1979.1158  1.040980e-02  4.038964e-01  2.295458e+00
1.200000e-02  1989.5982  1.006318e-02  4.004108e-01  2.373450e+00
1.220000e-02  2000.0772  9.717082e-03  3.969282e-01  2.453059e+00
1.240000e-02  2010.5062  9.378888e-03  3.934912e-01  2.556936e+00
1.260000e-02  2020.9353  9.040694e-03  3.900542e-01  2.660813e+00
1.280000e-02  2031.3643  8.702500e-03  3.866173e-01  2.764691e+00
1.300000e-02  2041.6703  8.372365e-03  3.832199e-01  2.880362e+00
1.320000e-02  2051.9680  8.042768e-03  3.798252e-01  2.996820e+00
1.340000e-02  2062.2658  7.713170e-03  3.764306e-01  3.113278e+00
1.360000e-02  2072.3977  7.390576e-03  3.730835e-01  3.228402e+00
1.380000e-02  2082.4914  7.069598e-03  3.697475e-01  3.343220e+00
1.400000e-02  2092.5850  6.748621e-03  3.664115e-01  3.458037e+00
1.420000e-02  2102.4296  6.433704e-03  3.631211e-01  3.567202e+00
1.440000e-02  2112.1610  6.121543e-03  3.598515e-01  3.673798e+00
1.460000e-02  2121.8923  5.809381e-03  3.565819e-01  3.780394e+00
1.480000e-02  2131.2624  5.505007e-03  3.533972e-01  3.872936e+00
1.500000e-02  2137.9410  5.264000e-03  3.514275e-01  3.959956e+00
1.520000e-02  2146.8094  4.971423e-03  3.484400e-01  4.046848e+00
1.540000e-02  2155.3310  4.682632e-03  3.454904e-01  4.127874e+00
1.560000e-02  2163.5807  4.398674e-03  3.425619e-01  4.204208e+00
1.580000e-02  2171.6429  4.118143e-03  3.396470e-01  4.277533e+00
1.600000e-02  2179.2692  3.846273e-03  3.367577e-01  4.345515e+00
1.620000e-02  2186.6092  3.580679e-03  3.338825e-01  4.410295e+00
1.640000e-02  2193.6966  3.320623e-03  3.310197e-01  4.472251e+00
1.660000e-02  2200.1380  3.074424e-03  3.281776e-01  4.528520e+00
1.680000e-02  2206.2639  2.835469e-03  3.253456e-01  4.582281e+00
1.700000e-02  2211.9592  2.606450e-03  3.225272e-01  4.632645e+00
1.720000e-02  2216.9763  2.393469e-03  3.197307e-01  4.678132e+00
1.740000e-02  2221.6523  2.189276e-03  3.169498e-01  4.720941e+00
1.760000e-02  2225.7776  1.999952e-03  3.141983e-01  4.759217e+00
1.780000e-02  2229.2294  1.826525e-03  3.114797e-01  4.792493e+00
1.800000e-02  2232.2905  1.662765e-03  3.087862e-01  4.822591e+00
1.820000e-02  2234.6643  1.517612e-03  3.061587e-01  4.846084e+00
1.840000e-02  2236.6228  1.385204e-03  3.035973e-01  4.864474e+00
1.860000e-02  2238.2812  1.262156e-03  3.010856e-01  4.879014e+00
1.880000e-02  2239.4403  1.158917e-03  2.987148e-01  4.882494e+00
1.900000e-02  2240.4071  1.065175e-03  2.964281e-01  4.884771e+00
1.920000e-02  2241.1559  9.821954e-04  2.942368e-01  4.885686e+00
1.940000e-02  2239.8135  9.067995e-04  2.908372e-01  4.817273e+00
1.960000e-02  2240.1371  8.504872e-04  2.891017e-01  4.793463e+00
1.980000e-02  2240.2787  8.258506e-04  2.883425e-01  4.783047e+00
2.000000e-02  2240.2787  8.258506e-04  2.883425e-01  4.783047e+00
