# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  4.007971e-01  1.000000e+00
2.000000e-04  1452.3052  1.697350e-02  4.562947e-01  2.435395e+00
4.000000e-04  1634.7448  1.738131e-02  4.758686e-01  2.492872e+00
6.000000e-04  1688.6023  1.764241e-02  4.753028e-01  2.540161e+00
8.000000e-04  1721.9713  1.779804e-02  4.749602e-01  2.659586e+00
1.000000e-03  1744.1369  1.790199e-02  4.747804e-01  2.728902e+00
1.200000e-03  1759.0664  1.797159e-02  4.746216e-01  2.772614e+00
1.400000e-03  1769.8103  1.802045e-02  4.744031e-01  2.809424e+00
1.600000e-03  1777.5360  1.805549e-02  4.741714e-01  2.834130e+00
1.800000e-03  1784.0288  1.808477e-02  4.739265e-01  2.854998e+00
2.000000e-03  1788.9212  1.810665e-02  4.736656e-01  2.870559e+00
2.200000e-03  1792.3767  1.812184e-02  4.734140e-01  2.882784e+00
2.400000e-03  1795.2354  1.813419e-02  4.731719e-01  2.894411e+00
2.600000e-03  1796.6944  1.813769e-02  4.729258e-01  2.907340e+00
2.800000e-03  1798.9389  1.814699e-02  4.727082e-01  2.914562e+00
3.000000e-03  1800.1310  1.814852e-02  4.725098e-01  2.919699e+00
3.200000e-03  1801.2528  1.814953e-02  4.723127e-01  2.924696e+00
3.400000e-03  1802.3747  1.815053e-02  4.721157e-01  2.929694e+00
3.600000e-03  1803.0020  1.814540e-02  4.719208e-01  2.931530e+00
3.800000e-03  1803.5151  1.813885e-02  4.717265e-01  2.932637e+00
4.000000e-03  1804.0283  1.813230e-02  4.715322e-01  2.933743e+00
4.200000e-03  1804.2920  1.811970e-02  4.713407e-01  2.932721e+00
4.400000e-03  1804.4425  1.810435e-02  4.711504e-01  2.930730e+00
4.600000e-03  1804.5929  1.808900e-02  4.709602e-01  2.928739e+00
4.800000e-03  1804.5965  1.806648e-02  4.707769e-01  2.925353e+00
5.000000e-03  1804.4858  1.803840e-02  4.705992e-01  2.920882e+00
5.200000e-03  1804.2997  1.797987e-02  4.703248e-01  2.916767e+00
5.400000e-03  1804.2927  1.794964e-02  4.701354e-01  2.909864e+00
5.600000e-03  1804.2858  1.791942e-02  4.699461e-01  2.902962e+00
5.800000e-03  1804.4389  1.784671e-02  4.696410e-01  2.888024e+00
6.000000e-03  1804.6148  1.776793e-02  4.693193e-01  2.871938e+00
6.200000e-03  1804.7907  1.768915e-02  4.689976e-01  2.855852e+00
6.400000e-03  1804.9667  1.761038e-02  4.686759e-01  2.839767e+00
6.600000e-03  1805.1426  1.753160e-02  4.683542e-01  2.823681e+00
