# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  3.950357e-01  1.000000e+00
4.000000e-04  1648.2453  1.716707e-02  4.821593e-01  2.217654e+00
8.000000e-04  1752.8826  1.765656e-02  4.841933e-01  2.221259e+00
1.200000e-03  1799.0048  1.788213e-02  4.848879e-01  2.276322e+00
1.600000e-03  1823.0341  1.800022e-02  4.853225e-01  2.302774e+00
2.000000e-03  1838.6470  1.807643e-02  4.856305e-01  2.319532e+00
2.400000e-03  1848.4360  1.812486e-02  4.858425e-01  2.329924e+00
2.800000e-03  1855.1861  1.815922e-02  4.860010e-01  2.338102e+00
3.200000e-03  1859.9811  1.818323e-02  4.861151e-01  2.343317e+00
3.600000e-03  1864.0270  1.820353e-02  4.862129e-01  2.347593e+00
4.000000e-03  1867.1095  1.821909e-02  4.862897e-01  2.350661e+00
4.400000e-03  1869.3771  1.823058e-02  4.863480e-01  2.353057e+00
4.800000e-03  1871.3012  1.824046e-02  4.863989e-01  2.355115e+00
5.200000e-03  1872.4571  1.824675e-02  4.864332e-01  2.356548e+00
5.600000e-03  1874.0141  1.825491e-02  4.864760e-01  2.358332e+00
6.000000e-03  1874.9937  1.826004e-02  4.865035e-01  2.359357e+00
6.400000e-03  1875.9349  1.826497e-02  4.865299e-01  2.360331e+00
6.800000e-03  1876.8761  1.826990e-02  4.865564e-01  2.361304e+00
7.200000e-03  1877.5364  1.827339e-02  4.865754e-01  2.361945e+00
7.600000e-03  1878.1317  1.827654e-02  4.865927e-01  2.362508e+00
8.000000e-03  1878.7271  1.827969e-02  4.866100e-01  2.363071e+00
8.400000e-03  1879.1882  1.828215e-02  4.866237e-01  2.363524e+00
8.800000e-03  1879.5882  1.828429e-02  4.866358e-01  2.363926e+00
9.200000e-03  1879.9882  1.828642e-02  4.866479e-01  2.364328e+00
9.600000e-03  1880.3218  1.828821e-02  4.866582e-01  2.364652e+00
1.000000e-02  1880.6039  1.828973e-02  4.866671e-01  2.364915e+00
1.040000e-02  1880.8859  1.829124e-02  4.866760e-01  2.365178e+00
1.080000e-02  1881.1357  1.829258e-02  4.866840e-01  2.365410e+00
1.120000e-02  1881.3441  1.829369e-02  4.866909e-01  2.365600e+00
1.160000e-02  1881.5525  1.829481e-02  4.866979e-01  2.365790e+00
1.200000e-02  1881.7451  1.829582e-02  4.867044e-01  2.365960e+00
1.240000e-02  1881.9027  1.829663e-02  4.867100e-01  2.366085e+00
1.280000e-02  1882.0604  1.829743e-02  4.867157e-01  2.366209e+00
1.320000e-02  1882.2114  1.829819e-02  4.867211e-01  2.366325e+00
1.360000e-02  1882.3334  1.829873e-02  4.867260e-01  2.366402e+00
1.400000e-02  1882.4555  1.829928e-02  4.867308e-01  2.366479e+00
1.440000e-02  1882.5759  1.829981e-02  4.867357e-01  2.366553e+00
1.480000e-02  1882.6723  1.830011e-02  4.867401e-01  2.366590e+00
1.520000e-02  1882.7687  1.830040e-02  4.867446e-01  2.366626e+00
1.560000e-02  1882.8651  1.830070e-02  4.867491e-01  2.366663e+00
1.600000e-02  1882.9430  1.830074e-02  4.867534e-01  2.366649e+00
1.640000e-02  1883.0196  1.830077e-02  4.867578e-01  2.366631e+00
1.680000e-02  1883.0963  1.830080e-02  4.867621e-01  2.366614e+00
1.720000e-02  1883.1602  1.830062e-02  4.867664e-01  2.366591e+00
1.760000e-02  1883.2211  1.830039e-02  4.867706e-01  2.366566e+00
1.800000e-02  1883.2821  1.830017e-02  4.867749e-01  2.366542e+00
1.840000e-02  1883.3333  1.829986e-02  4.867788e-01  2.366445e+00
1.880000e-02  1883.3801  1.829952e-02  4.867825e-01  2.366316e+00
1.920000e-02  1883.4270  1.829918e-02  4.867862e-01  2.366187e+00
1.960000e-02  1883.4475  1.829903e-02  4.867878e-01  2.366130e+00
