# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  3.910698e-01  1.000000e+00
5.000000e-04  1693.3891  1.735469e-02  4.877770e-01  1.266987e+00
1.000000e-03  1800.2848  1.778922e-02  4.904110e-01  1.347726e+00
1.500000e-03  1840.4870  1.798646e-02  4.904322e-01  1.382973e+00
2.000000e-03  1860.8845  1.809524e-02  4.900995e-01  1.400863e+00
2.500000e-03  1870.0320  1.815375e-02  4.895595e-01  1.411341e+00
3.000000e-03  1876.0099  1.819783e-02  4.890036e-01  1.417837e+00
3.500000e-03  1879.0506  1.822713e-02  4.884549e-01  1.422778e+00
4.000000e-03  1880.1888  1.824594e-02  4.879725e-01  1.425782e+00
4.500000e-03  1880.3895  1.825791e-02  4.875729e-01  1.428097e+00
5.000000e-03  1879.9268  1.826139e-02  4.872644e-01  1.431340e+00
5.500000e-03  1879.5744  1.826685e-02  4.869458e-01  1.432401e+00
6.000000e-03  1878.9615  1.826451e-02  4.866695e-01  1.433188e+00
6.500000e-03  1878.2618  1.825957e-02  4.864073e-01  1.433883e+00
7.000000e-03  1877.5209  1.825111e-02  4.861366e-01  1.434294e+00
7.500000e-03  1876.6569  1.823210e-02  4.858403e-01  1.433854e+00
8.000000e-03  1875.7928  1.821308e-02  4.855440e-01  1.433413e+00
8.500000e-03  1874.8856  1.817712e-02  4.851799e-01  1.432396e+00
9.000000e-03  1873.9640  1.813551e-02  4.847932e-01  1.431187e+00
9.500000e-03  1873.1319  1.808485e-02  4.843831e-01  1.429685e+00
1.000000e-02  1872.5683  1.800703e-02  4.839030e-01  1.427302e+00
1.050000e-02  1872.0047  1.792920e-02  4.834229e-01  1.424919e+00
1.100000e-02  1872.3909  1.780958e-02  4.828927e-01  1.421297e+00
1.150000e-02  1873.0938  1.767602e-02  4.823457e-01  1.417262e+00
1.200000e-02  1874.4742  1.752237e-02  4.817818e-01  1.412938e+00
1.250000e-02  1877.8869  1.730842e-02  4.811670e-01  1.407743e+00
1.300000e-02  1881.2997  1.709448e-02  4.805521e-01  1.402549e+00
1.350000e-02  1888.0420  1.680125e-02  4.798000e-01  1.396171e+00
1.400000e-02  1895.8942  1.648159e-02  4.790022e-01  1.389398e+00
1.450000e-02  1905.2447  1.613174e-02  4.780752e-01  1.383163e+00
1.500000e-02  1919.0898  1.569132e-02  4.767606e-01  1.378544e+00
1.550000e-02  1932.9349  1.525089e-02  4.754461e-01  1.373925e+00
1.600000e-02  1951.7157  1.473121e-02  4.733788e-01  1.370279e+00
1.650000e-02  1972.1417  1.418511e-02  4.710606e-01  1.366957e+00
1.700000e-02  1993.8979  1.363555e-02  4.683520e-01  1.366687e+00
1.750000e-02  2018.8468  1.309748e-02  4.653196e-01  1.374008e+00
1.800000e-02  2045.4593  1.254285e-02  4.613119e-01  1.382590e+00
1.850000e-02  2072.7745  1.202026e-02  4.568056e-01  1.395397e+00
1.900000e-02  2098.8044  1.158886e-02  4.522698e-01  1.411918e+00
1.950000e-02  2117.6286  1.130392e-02  4.482348e-01  1.433862e+00
