# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  3.721850e-01  1.000000e+00
2.000000e-04  1356.6733  1.756075e-02  4.348531e-01  5.722590e-01
4.000000e-04  1644.7049  1.762432e-02  4.801395e-01  3.351403e-01
6.000000e-04  1734.9075  1.779453e-02  4.901970e-01  3.217164e-01
8.000000e-04  1788.6176  1.794460e-02  4.933524e-01  3.437624e-01
1.000000e-03  1825.0413  1.806519e-02  4.943011e-01  3.555620e-01
1.200000e-03  1850.9154  1.815585e-02  4.944829e-01  3.588908e-01
1.400000e-03  1870.8020  1.822486e-02  4.944301e-01  3.609030e-01
1.600000e-03  1885.8181  1.827431e-02  4.942559e-01  3.625271e-01
1.800000e-03  1899.1130  1.831624e-02  4.940451e-01  3.639741e-01
2.000000e-03  1910.2009  1.834840e-02  4.937897e-01  3.651852e-01
2.200000e-03  1919.3686  1.837137e-02  4.934890e-01  3.659872e-01
2.400000e-03  1927.7829  1.839050e-02  4.931675e-01  3.666065e-01
2.600000e-03  1935.1804  1.840415e-02  4.928145e-01  3.669520e-01
2.800000e-03  1941.9558  1.841377e-02  4.924347e-01  3.670972e-01
3.000000e-03  1948.4096  1.842115e-02  4.920396e-01  3.671299e-01
3.200000e-03  1954.4406  1.842489e-02  4.916179e-01  3.669781e-01
3.400000e-03  1960.3239  1.842656e-02  4.911807e-01  3.667215e-01
3.600000e-03  1966.1036  1.842672e-02  4.907320e-01  3.663889e-01
3.800000e-03  1971.8115  1.842402e-02  4.902626e-01  3.659227e-01
4.000000e-03  1977.5485  1.842012e-02  4.897852e-01  3.654081e-01
4.200000e-03  1983.3183  1.841486e-02  4.892988e-01  3.648387e-01
4.400000e-03  1989.2302  1.840749e-02  4.888008e-01  3.642025e-01
4.600000e-03  1995.2337  1.839917e-02  4.882986e-01  3.635459e-01
4.800000e-03  2001.3840  1.838942e-02  4.877907e-01  3.628635e-01
5.000000e-03  2007.7508  1.837807e-02  4.872786e-01  3.621758e-01
5.200000e-03  2014.2460  1.836583e-02  4.867650e-01  3.614910e-01
5.400000e-03  2020.9835  1.835204e-02  4.862499e-01  3.608223e-01
5.600000e-03  2027.9371  1.833696e-02  4.857354e-01  3.601862e-01
5.800000e-03  2035.0354  1.832103e-02  4.852216e-01  3.595744e-01
6.000000e-03  2042.4393  1.830332e-02  4.847108e-01  3.590333e-01
6.200000e-03  2050.0214  1.828458e-02  4.842029e-01  3.585478e-01
6.400000e-03  2057.7606  1.826491e-02  4.836977e-01  3.581115e-01
6.600000e-03  2065.8146  1.824332e-02  4.831993e-01  3.578014e-01
6.800000e-03  2074.0041  1.822084e-02  4.827047e-01  3.575576e-01
7.000000e-03  2082.3768  1.819718e-02  4.822151e-01  3.574047e-01
7.200000e-03  2090.9903  1.817179e-02  4.817336e-01  3.573970e-01
7.400000e-03  2099.7212  1.814549e-02  4.812563e-01  3.574690e-01
7.600000e-03  2108.6380  1.811770e-02  4.807863e-01  3.576758e-01
7.800000e-03  2117.7181  1.808839e-02  4.803238e-01  3.580260e-01
8.000000e-03  2126.8925  1.805814e-02  4.798659e-01  3.584649e-01
8.200000e-03  2136.2310  1.802609e-02  4.794168e-01  3.590795e-01
8.400000e-03  2145.6653  1.799274e-02  4.789738e-01  3.598193e-01
8.600000e-03  2155.1690  1.795845e-02  4.785352e-01  3.606512e-01
8.800000e-03  2164.7944  1.792203e-02  4.781062e-01  3.616845e-01
9.000000e-03  2174.4618  1.788458e-02  4.776815e-01  3.628124e-01
9.200000e-03  2184.1770  1.784595e-02  4.772616e-01  3.640477e-01
9.400000e-03  2193.9427  1.780533e-02  4.768493e-01  3.654569e-01
9.600000e-03  2203.7214  1.776375e-02  4.764403e-01  3.669450e-01
9.800000e-03  2213.5149  1.772073e-02  4.760361e-01  3.685493e-01
1.000000e-02  2223.3013  1.767602e-02  4.756367e-01  3.702763e-01
1.020000e-02  2233.0766  1.763036e-02  4.752397e-01  3.720677e-01
1.040000e-02  2242.8193  1.758303e-02  4.748465e-01  3.739662e-01
1.060000e-02  2252.5176  1.753434e-02  4.744556e-01  3.759399e-01
1.080000e-02  2262.1837  1.748475e-02  4.740660e-01  3.779612e-01
1.100000e-02  2271.7636  1.743333e-02  4.736781e-01  3.800621e-01
1.120000e-02  2281.2807  1.738089e-02  4.732904e-01  3.821949e-01
1.140000e-02  2290.7424  1.732754e-02  4.729028e-01  3.843557e-01
1.160000e-02  2300.0660  1.727243e-02  4.725138e-01  3.865484e-01
1.180000e-02  2309.3198  1.721657e-02  4.721235e-01  3.887445e-01
1.200000e-02  2318.4778  1.715970e-02  4.717314e-01  3.909442e-01
1.220000e-02  2327.4834  1.710152e-02  4.713351e-01  3.931258e-01
1.240000e-02  2336.4056  1.704269e-02  4.709363e-01  3.952902e-01
1.260000e-02  2345.1871  1.698286e-02  4.705328e-01  3.974194e-01
1.280000e-02  2353.8144  1.692215e-02  4.701234e-01  3.994968e-01
1.300000e-02  2362.3463  1.686094e-02  4.697103e-01  4.015393e-01
1.320000e-02  2370.6884  1.679886e-02  4.692891e-01  4.035028e-01
1.340000e-02  2378.8883  1.673631e-02  4.688615e-01  4.053974e-01
1.360000e-02  2386.9830  1.667341e-02  4.684291e-01  4.072405e-01
1.380000e-02  2394.8366  1.660997e-02  4.679853e-01  4.089514e-01
1.400000e-02  2402.5662  1.654638e-02  4.675356e-01  4.105913e-01
1.420000e-02  2410.1554  1.648263e-02  4.670793e-01  4.121509e-01
1.440000e-02  2417.4992  1.641885e-02  4.666114e-01  4.135623e-01
1.460000e-02  2424.7199  1.635516e-02  4.661381e-01  4.148976e-01
1.480000e-02  2431.7542  1.629164e-02  4.656565e-01  4.161165e-01
1.500000e-02  2438.5617  1.622857e-02  4.651658e-01  4.171855e-01
1.520000e-02  2445.2373  1.616582e-02  4.646702e-01  4.181704e-01
1.540000e-02  2451.6687  1.610377e-02  4.641662e-01  4.190050e-01
1.560000e-02  2457.8953  1.604255e-02  4.636567e-01  4.197150e-01
1.580000e-02  2463.9839  1.598191e-02  4.631437e-01  4.203413e-01
1.600000e-02  2469.7759  1.592273e-02  4.626255e-01  4.207897e-01
1.620000e-02  2475.3901  1.586462e-02  4.621061e-01  4.211318e-01
1.640000e-02  2480.8475  1.580743e-02  4.615857e-01  4.213798e-01
1.660000e-02  2485.9616  1.575257e-02  4.610671e-01  4.214388e-01
1.680000e-02  2490.9182  1.569891e-02  4.605515e-01  4.214153e-01
1.700000e-02  2495.6609  1.564690e-02  4.600403e-01  4.212803e-01
1.720000e-02  2500.0835  1.559761e-02  4.595400e-01  4.209886e-01
1.740000e-02  2504.3375  1.554984e-02  4.590473e-01  4.206161e-01
1.760000e-02  2508.3116  1.550468e-02  4.585690e-01  4.201110e-01
1.780000e-02  2511.9865  1.546246e-02  4.581102e-01  4.194822e-01
1.800000e-02  2515.4777  1.542208e-02  4.576645e-01  4.187807e-01
1.820000e-02  2518.6099  1.538552e-02  4.572489e-01  4.179483e-01
1.840000e-02  2521.4744  1.535190e-02  4.568596e-01  4.170303e-01
1.860000e-02  2524.1411  1.532048e-02  4.564901e-01  4.160492e-01
1.880000e-02  2526.3527  1.529430e-02  4.561729e-01  4.149285e-01
1.900000e-02  2528.3289  1.527088e-02  4.558854e-01  4.137213e-01
1.920000e-02  2530.0382  1.525058e-02  4.556317e-01  4.124160e-01
1.940000e-02  2531.2685  1.523601e-02  4.554450e-01  4.109022e-01
1.960000e-02  2532.2539  1.522436e-02  4.552943e-01  4.094004e-01
1.980000e-02  2532.8664  1.521715e-02  4.551989e-01  4.079627e-01
2.000000e-02  2533.0004  1.521557e-02  4.551780e-01  4.076482e-01
