# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
0.000000e+00  400.0000  2.852072e-02  3.404578e-01  5.000000e-02
3.000000e-04  1383.2504  1.976787e-02  4.296326e-01  1.662928e-01
6.000000e-04  1507.9787  1.960314e-02  4.335358e-01  2.972528e-01
9.000000e-04  1576.8331  1.951541e-02  4.322280e-01  3.405648e-01
1.200000e-03  1628.6625  1.934115e-02  4.308604e-01  3.597618e-01
1.500000e-03  1675.4570  1.911186e-02  4.295502e-01  3.667191e-01
1.800000e-03  1721.1530  1.883527e-02  4.282665e-01  3.655610e-01
2.100000e-03  1768.1032  1.851713e-02  4.269672e-01  3.603328e-01
2.400000e-03  1817.5273  1.816533e-02  4.256421e-01  3.502598e-01
2.700000e-03  1869.0895  1.778501e-02  4.242630e-01  3.372707e-01
3.000000e-03  1922.6511  1.737775e-02  4.228095e-01  3.220263e-01
3.300000e-03  1978.3387  1.694381e-02  4.212584e-01  3.052621e-01
3.600000e-03  2034.9005  1.648092e-02  4.195436e-01  2.875469e-01
3.900000e-03  2091.6374  1.599171e-02  4.176343e-01  2.694245e-01
4.200000e-03  2146.8573  1.547866e-02  4.154723e-01  2.514053e-01
4.500000e-03  2201.6595  1.495104e-02  4.131555e-01  2.339447e-01
4.800000e-03  2253.7850  1.440008e-02  4.105019e-01  2.183670e-01
5.100000e-03  2303.2191  1.383425e-02  4.075645e-01  2.048130e-01
5.400000e-03  2349.8881  1.325588e-02  4.043381e-01  1.935679e-01
5.700000e-03  2393.6544  1.266671e-02  4.008085e-01  1.848982e-01
6.000000e-03  2433.5991  1.206726e-02  3.968707e-01  1.796733e-01
6.300000e-03  2470.2574  1.146173e-02  3.925241e-01  1.775320e-01
6.600000e-03  2504.1058  1.085374e-02  3.878023e-01  1.782451e-01
6.900000e-03  2535.3288  1.024552e-02  3.826908e-01  1.818602e-01
7.200000e-03  2564.0688  9.640231e-03  3.771267e-01  1.886654e-01
7.500000e-03  2590.0798  9.042788e-03  3.709895e-01  1.992523e-01
7.800000e-03  2614.4221  8.450937e-03  3.644055e-01  2.111373e-01
8.100000e-03  2633.6922  7.891232e-03  3.573626e-01  2.229985e-01
8.400000e-03  2653.7020  7.334727e-03  3.495185e-01  2.382925e-01
8.700000e-03  2675.8076  6.764425e-03  3.412463e-01  2.531658e-01
9.000000e-03  2692.1659  6.237782e-03  3.322526e-01  2.695978e-01
9.300000e-03  2707.0665  5.727879e-03  3.227455e-01  2.861418e-01
9.600000e-03  2717.2661  5.263744e-03  3.128971e-01  3.030785e-01
9.900000e-03  2728.7138  4.793775e-03  3.023553e-01  3.168042e-01
1.020000e-02  2737.4213  4.354178e-03  2.910152e-01  3.293895e-01
1.050000e-02  2746.1288  3.914581e-03  2.796751e-01  3.419748e-01
1.080000e-02  2750.4160  3.519205e-03  2.674317e-01  3.475599e-01
1.110000e-02  2757.2744  3.106943e-03  2.545737e-01  3.504578e-01
1.140000e-02  2757.2740  2.742558e-03  2.417637e-01  3.518356e-01
1.170000e-02  2754.8242  2.394395e-03  2.288155e-01  3.511305e-01
1.200000e-02  2750.4109  2.057409e-03  2.155955e-01  3.478113e-01
1.230000e-02  2740.8029  1.744966e-03  2.024975e-01  3.416804e-01
1.260000e-02  2726.9631  1.448593e-03  1.894367e-01  3.322461e-01
1.290000e-02  2704.8021  1.174618e-03  1.763896e-01  3.198741e-01
1.320000e-02  2674.6051  9.193440e-04  1.634139e-01  3.063788e-01
1.350000e-02  2631.4233  6.880552e-04  1.504066e-01  2.906573e-01
1.380000e-02  2568.7245  4.863600e-04  1.372650e-01  2.739572e-01
1.410000e-02  2475.8750  3.220325e-04  1.236811e-01  2.574794e-01
1.440000e-02  2346.2993  1.955333e-04  1.093813e-01  2.429413e-01
1.470000e-02  2170.3489  1.092022e-04  9.424909e-02  2.331650e-01
1.500000e-02  1948.5048  5.431797e-05  7.844444e-02  2.313237e-01
1.530000e-02  1680.3431  2.468647e-05  6.230338e-02  2.415261e-01
1.560000e-02  1376.2835  1.095437e-05  4.628800e-02  2.686276e-01
1.590000e-02  1051.3452  6.906642e-06  3.100963e-02  3.165525e-01
1.620000e-02  736.2716  6.077109e-06  1.748528e-02  3.847135e-01
1.650000e-02  486.4726  5.370266e-06  7.196018e-03  4.621591e-01
1.680000e-02  362.7680  4.246147e-06  1.766611e-03  5.195846e-01
1.710000e-02  349.2296  2.999108e-06  4.138356e-04  5.469180e-01
1.740000e-02  375.8966  2.051858e-06  4.644263e-04  5.576486e-01
1.770000e-02  410.6226  1.450635e-06  7.572535e-04  5.657738e-01
1.800000e-02  447.0425  1.096794e-06  1.111119e-03  5.743862e-01
1.830000e-02  483.2487  8.971481e-07  1.498027e-03  5.847860e-01
1.860000e-02  518.0501  7.906424e-07  1.899235e-03  5.979288e-01
1.890000e-02  550.7288  7.408438e-07  2.297835e-03  6.145257e-01
1.920000e-02  580.9413  7.253345e-07  2.680742e-03  6.351269e-01
1.950000e-02  608.5707  7.296362e-07  3.038715e-03  6.601693e-01
1.980000e-02  633.5889  7.440157e-07  3.365288e-03  6.900284e-01
2.010000e-02  655.9869  7.617165e-07  3.655817e-03  7.249651e-01
2.040000e-02  675.7312  7.781347e-07  3.906767e-03  7.651051e-01
2.070000e-02  692.7448  7.903154e-07  4.115291e-03  8.104297e-01
2.100000e-02  706.9015  7.966114e-07  4.278975e-03  8.607588e-01
2.130000e-02  718.0297  7.963830e-07  4.395753e-03  9.157351e-01
2.160000e-02  725.9219  7.897731e-07  4.463907e-03  9.748154e-01
2.190000e-02  730.3474  7.775172e-07  4.482124e-03  1.037262e+00
2.220000e-02  731.0651  7.607516e-07  4.449581e-03  1.102134e+00
2.250000e-02  727.8323  7.409132e-07  4.365963e-03  1.168280e+00
2.280000e-02  720.4053  7.195630e-07  4.231415e-03  1.234327e+00
2.310000e-02  708.5114  6.982591e-07  4.046213e-03  1.298631e+00
2.340000e-02  691.8880  6.783855e-07  3.811228e-03  1.359246e+00
