# y(m)  T(K)  Y_H2  Y_H2O  u_y(m/s)
2.370000e-02  670.2540  6.609323e-07  3.527586e-03  1.413900e+00
2.400000e-02  643.2832  6.462862e-07  3.196461e-03  1.459908e+00
2.430000e-02  610.6313  6.339648e-07  2.819424e-03  1.494084e+00
2.460000e-02  572.0027  6.223168e-07  2.399108e-03  1.512618e+00
2.490000e-02  527.3195  6.081718e-07  1.940763e-03  1.510958e+00
2.520000e-02  477.1235  5.863678e-07  1.455709e-03  1.483995e+00
2.550000e-02  423.5233  5.491995e-07  9.689041e-04  1.427396e+00
2.580000e-02  371.9331  4.869617e-07  5.311385e-04  1.341687e+00
2.610000e-02  333.3628  3.933482e-07  2.286978e-04  1.240261e+00
2.640000e-02  308.8618  2.806975e-07  5.341754e-05  1.137026e+00
2.670000e-02  301.5030  1.748037e-07  8.223182e-06  1.043267e+00
2.700000e-02  299.7705  9.478932e-08  2.231221e-07  9.633441e-01
2.730000e-02  299.7905  4.559078e-08  2.326941e-11  8.974989e-01
2.760000e-02  299.9079  2.119679e-08  5.386231e-11  8.418616e-01
2.790000e-02  299.9635  6.854701e-09  2.828656e-11  7.965539e-01
2.820000e-02  299.9453  7.009160e-09  8.711650e-12  7.615326e-01
2.850000e-02  299.9680  9.698081e-10  6.633679e-13  7.278247e-01
2.880000e-02  299.9689  4.167444e-10  1.553026e-13  7.054697e-01
2.910000e-02  299.9686  1.651251e-10  6.153500e-14  6.837384e-01
2.940000e-02  299.9695  0.000000e+00  3.946745e-14  6.662175e-01
2.970000e-02  299.9727  0.000000e+00  1.542819e-13  6.567342e-01
